ID,OG_category,XENLA_GeneNames,HUMAN_GeneNames,OG_annotation,OG_category_annotation
ENOG411CPBD,Z,"Xetrov90020468m.L, Xetrov90020468m.1, diaph3.L",NA,Diaphanous homolog,Cytoskeleton
ENOG411CPBE,K,cir1.L,CIR1,"corepressor interacting with RBPJ, 1",Transcription
ENOG411CPBF,K,"taf2.L, taf2.S",TAF2,"TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa",Transcription
ENOG411CPBG,G,"Xelaev18046997m.g, Xelaev18046998m.g, mgat5.L",MGAT5,"mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase",Carbohydrate metabolism and transport
ENOG411CPBH,O,clpb.L,CLPB,ClpB caseinolytic peptidase B homolog (E. coli),Post-translational modification
ENOG411CPBI,O,"clgn.S, clgn.L","CANX, CLGN",Calnexin,Post-translational modification
ENOG411CPBJ,Q,"abcc1.S, abcc6.L, abcc1.L, abcc3.L, abcc3.S","ABCC1, ABCC3, ABCC6","ATP-binding cassette, sub-family C (CFTR MRP), member",Secondary Structure
ENOG411CPBK,F,gucy1a2.S,GUCY1A2,"Guanylate cyclase 1, soluble, alpha 2",Nucleotide metabolism and transport
ENOG411CPBM,T,"apcdd1l.L, apcdd1l.S, apcdd1.S","APCDD1, APCDD1L",Adenomatosis polyposis coli down-regulated,Signal Transduction
ENOG411CPBN,J,"rpf1.S, rpf1.L",RPF1,ribosome production factor 1 homolog (S. cerevisiae),Tranlsation
ENOG411CPBP,T,"loc100493271.S, prlhr.S, prlhr.L, loc100493271.L",PRLHR,Prolactin releasing hormone receptor,Signal Transduction
ENOG411CPBQ,A,"prpf38b.L, prpf38b.S",PRPF38B,PRP38 pre-mRNA processing factor 38 (Yeast) domain containing B,RNA processing and modification
ENOG411CPBS,S,"as3mt.1.L, as3mt.2.L",AS3MT,( 3 oxidation state) methyltransferase,Function Unknown
ENOG411CPBT,Z,"kif5c.L, kif5b.L, kif5c.S, kif5a.S, kif5a.L, kif5b.S","KIF5C, KIF5A, KIF5B",Kinesin family member,Cytoskeleton
ENOG411CPBU,T,"pigg.S, pigg.L",PIGG,"phosphatidylinositol glycan anchor biosynthesis, class G",Signal Transduction
ENOG411CPBV,G,"slc35c1.S, slc35c1.L",SLC35C1,Solute carrier family 35 member C1,Carbohydrate metabolism and transport
ENOG411CPBX,S,"Xelaev18003239m.g, c16orf58.L, c16orf58.S",C16orf58,Chromosome 16 open reading frame 58,Function Unknown
ENOG411CPBY,E,gclm.L,GCLM,Glutamate--cysteine ligase modifier subunit,Amino Acid metabolis and transport
ENOG411CPBZ,O,otub2.S,OTUB2,"OTU domain, ubiquitin aldehyde binding 2",Post-translational modification
ENOG411CPC0,S,"znf839.L, znf839.S",ZNF839,Zinc finger protein 839,Function Unknown
ENOG411CPC1,L,ercc5.L,NA,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Replication and repair
ENOG411CPC2,J,mettl17.L,METTL17,Methyltransferase like 17,Tranlsation
ENOG411CPC3,S,mtmr14.S,MTMR14,Myotubularin related protein 14,Function Unknown
ENOG411CPC4,O,"tmprss11f.S, tmprss11f.L, Xelaev18005903m.g, tmprss11a.S","TMPRSS11E, TMPRSS11F, TMPRSS11A",transmembrane protease serine,Post-translational modification
ENOG411CPC5,T,"rasip1.L, rasip1.S",RASIP1,Ras interacting protein 1,Signal Transduction
ENOG411CPC7,S,loc100489375.S,PRPH2,"peripherin 2 (retinal degeneration, slow)",Function Unknown
ENOG411CPC9,P,slc30a7.S,SLC30A7,"solute carrier family 30 (zinc transporter), member 7",Inorganic ion transport and metabolism
ENOG411CPCA,C,"MGC108450.L, slc25a15.L, loc100495907-like.L","SLC25A15, SLC25A2",Solute carrier family 25 (Mitochondrial carrier,Energy production and conversion
ENOG411CPCC,U,"erc1.L, erc1.S, erc2.L, Xelaev18003037m.g, Xelaev18001784m.g","ERC1, ERC2",ELKS RAB6-interacting CAST family member,Intracellular trafficing and secretion
ENOG411CPCD,Q,cbr4.L,CBR4,carbonyl reductase 4,Secondary Structure
ENOG411CPCE,H,"mat2a.S, mat1a.S, mat1a.L","MAT2A, MAT1A",Catalyzes the formation of S-adenosylmethionine from methionine and ATP (By similarity),Coenzyme metabolis
ENOG411CPCF,T,NA,NA,"Glutamate receptor ionotropic, kainate",Signal Transduction
ENOG411CPCG,K,en1.S,"EN1, EN2",engrailed homeobox,Transcription
ENOG411CPCI,O,loc101735269.L,CYHR1,cysteine histidine-rich 1,Post-translational modification
ENOG411CPCJ,S,"asb16.L, asb18.S, Xetrov90030730m.L, asb18.L","ASB18, ASB10, ASB16",Ankyrin repeat and SOCS box containing,Function Unknown
ENOG411CPCK,G,"st6galnac6.S, st6galnac6.L",ST6GALNAC6,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",Carbohydrate metabolism and transport
ENOG411CPCM,T,"s1pr3.L, s1pr1.S, s1pr3.S","S1PR3, S1PR1",Sphingosine-1-phosphate receptor,Signal Transduction
ENOG411CPCN,O,"rmnd5a.L, rmnd5a.S","RMND5B, RMND5A",Required for meiotic nuclear division 5 homolog,Post-translational modification
ENOG411CPCP,T,wdr31.L,WDR31,WD repeat domain 31,Signal Transduction
ENOG411CPCR,T,"fgfbp3.S, fgfbp3.L",FGFBP3,fibroblast growth factor binding protein 3,Signal Transduction
ENOG411CPCS,T,"gan.L, gan.S",GAN,Gigaxonin,Signal Transduction
ENOG411CPCT,U,ap4m1.L,AP4M1,"adaptor-related protein complex 4, mu 1 subunit",Intracellular trafficing and secretion
ENOG411CPCU,A,Xelaev18020360m.g,TIA1,TIA1 cytotoxic granule-associated RNA binding protein,RNA processing and modification
ENOG411CPCW,F,NA,DCTD,dCMP deaminase,Nucleotide metabolism and transport
ENOG411CPCX,F,"ak2.L, ak2.S",AK2,Adenylate kinase 2,Nucleotide metabolism and transport
ENOG411CPCY,T,"osbpl8.S, osbpl8.L","OSBPL8, OSBPL5",oxysterol binding protein-like,Signal Transduction
ENOG411CPCZ,O,uchl3.S,UCHL3,Ubiquitin carboxyl-terminal esterase L3 (Ubiquitin thiolesterase),Post-translational modification
ENOG411CPD0,K,"msx2.S, msx2.L","MSX1, MSX2",Msh homeobox,Transcription
ENOG411CPD1,P,"atp13a4.L, loc100497259.L, Xetrov90014421m.L, loc100496476.L, atp13a5.L, atp13a4.S, loc100496476.S, atp13a3.L, atp13a-like.L, atp13a-like.S","ATP13A4, ATP13A3, ATP13A5",ATPase type,Inorganic ion transport and metabolism
ENOG411CPD2,L,ercc6l.L,ERCC6L,"excision repair cross-complementing rodent repair deficiency, complementation group 6-like",Replication and repair
ENOG411CPD3,C,atp5a1.S,ATP5F1A,Produces ATP from ADP in the presence of a proton gradient across the membrane (By similarity),Energy production and conversion
ENOG411CPD4,Q,abcb6.L,ABCB6,"ATP-binding cassette, subfamily B (MDR TAP), member 6",Secondary Structure
ENOG411CPD5,U,"ap1s2.S, ap1s1.S, ap1s2.L","AP1S1, AP1S2","Adaptor-related protein complex 1, sigma",Intracellular trafficing and secretion
ENOG411CPD6,S,"Xetrov90004342m.S, Xelaev18014225m.g, Xelaev18011601m.g",FILIP1L,filamin A interacting protein 1-like,Function Unknown
ENOG411CPD7,S,"ints3.L, ints3.S",INTS3,Integrator complex subunit 3,Function Unknown
ENOG411CPD8,K,NA,TAF5L,"TAF5-like RNA polymerase II, p300 CBP-associated factor (PCAF)-associated factor",Transcription
ENOG411CPD9,P,"slc6a17.S, slc6a15.S, slc6a15.L","SLC6A15, SLC6A17",solute carrier family 6,Inorganic ion transport and metabolism
ENOG411CPDA,H,cubn.L,CUBN,cubilin (intrinsic factor-cobalamin receptor),Coenzyme metabolis
ENOG411CPDC,T,"stk39.S, loc100488948.L, loc100488948.S","OXSR1, STK39",oxidative-stress responsive 1,Signal Transduction
ENOG411CPDD,S,"Xelaev18030308m.g, abhd1.L, abhd1.S, abhd3.L","ABHD3, ABHD1",Abhydrolase domain containing,Function Unknown
ENOG411CPDE,S,tex36.S,TEX36,testis expressed 36,Function Unknown
ENOG411CPDF,IT,"tex261.S, tex261.L",TEX261,testis expressed 261,NA
ENOG411CPDG,T,"epha7.L, epha7.S",EPHA7,EPH receptor A7,Signal Transduction
ENOG411CPDH,F,"Xelaev18041711m.g, Xelaev18004128m.g, Xelaev18004130m.g",AK1,Adenylate kinase 1,Nucleotide metabolism and transport
ENOG411CPDI,S,"prr14l.L, prr14l.S",PRR14L,Proline rich 14-like,Function Unknown
ENOG411CPDJ,M,"dysf-like.L, myof.L",DYSF,"Dysferlin, limb girdle muscular dystrophy 2B (Autosomal recessive)",Cell wall/membrane/envelop biogenesis
ENOG411CPDK,Z,"tubb.S, tubb2b.L, loc100498230.S, tubb3.S, tubb4a.L","TUBB3, TUBB6, TUBB4B, TUBB2B, TUBB, TUBB2A, TUBB4A","Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain (By similarity)",Cytoskeleton
ENOG411CPDM,S,cfap61.L,CFAP61,chromosome 20 open reading frame 26,Function Unknown
ENOG411CPDN,C,aldh3a2.L,"ALDH3A2, ALDH3A1",Aldehyde dehydrogenase 3 family member,Energy production and conversion
ENOG411CPDQ,A,"adar.L, adar.S, Xelaev18001677m.g",ADAR,"Adenosine deaminase, RNA-specific",RNA processing and modification
ENOG411CPDR,G,"pygl.L, loc100491051-like.L, pygl.S, loc100491051-like.S","PYGB, PYGM, PYGL","Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties (By similarity)",Carbohydrate metabolism and transport
ENOG411CPDS,J,dph6.L,DPH6,ATP binding domain 4,Tranlsation
ENOG411CPDT,S,"slc35g2.S, slc35g2.L",SLC35G2,solute carrier family 35 member,Function Unknown
ENOG411CPDU,S,fam210a.S,FAM210A,"family with sequence similarity 210, member A",Function Unknown
ENOG411CPDV,K,"znf674.S, Xelaev18030492m.g, Xelaev18001496m.g, Xelaev18001434m.g, Xelaev18025342m.g, znf554.S",NA,Zinc finger protein,Transcription
ENOG411CPDW,S,NA,SQSTM1,Sequestosome 1,Function Unknown
ENOG411CPDX,T,"sema6a.S, sema6a.L",SEMA6A,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A",Signal Transduction
ENOG411CPDY,S,"zc4h2.S, zc4h2.L",ZC4H2,"zinc finger, C4H2 domain containing",Function Unknown
ENOG411CPDZ,I,"Xelaev18000028m.g, Xelaev18000478m.g, abcd2.S, abcd2.L, Xelaev18041732m.g, Xelaev18002890m.g","ABCD2, ABCD1","ATP-binding cassette, sub-family D (ALD), member",Lipid metabolism
ENOG411CPE0,G,alg9.L,ALG9,"asparagine-linked glycosylation 9, alpha-1,2-mannosyltransferase homolog (S. cerevisiae)",Carbohydrate metabolism and transport
ENOG411CPE1,S,NA,ODR4,chromosome 1 open reading frame 27,Function Unknown
ENOG411CPE2,S,"Xelaev18003850m.g, Xelaev18003849m.g",ATPSCKMT,"Family with sequence similarity 173, member B",Function Unknown
ENOG411CPE3,S,NA,ENKUR,"enkurin, TRPC channel interacting protein",Function Unknown
ENOG411CPE4,U,"Xelaev18000100m.g, Xelaev18003498m.g",STX7,Syntaxin 7,Intracellular trafficing and secretion
ENOG411CPE5,G,slc46a3.L,SLC46A3,"Solute carrier family 46, member 3",Carbohydrate metabolism and transport
ENOG411CPE6,EF,"prpsap2.L, prpsap2.S","PRPSAP1, PRPSAP2",Phosphoribosyl pyrophosphate synthetase-associated protein,NA
ENOG411CPE7,O,"wbscr17.L, wbscr17.S, galnt9.L, galnt18.S, galnt18.L, galnt9.S","GALNT9, GALNT18",UDP-N-acetyl-alpha-D-galactosamine polypeptide,Post-translational modification
ENOG411CPE8,Z,spata17.L,SPATA17,spermatogenesis associated 17,Cytoskeleton
ENOG411CPE9,A,a1cf.L,A1CF,APOBEC1 complementation factor,RNA processing and modification
ENOG411CPEB,T,"Xelaev18000046m.g, Xelaev18035136m.g, antxr2.S, antxr1.S, antxr2.L, antxr1.L, Xelaev18037223m.g","ANTXR1, ANTXR2",Anthrax toxin receptor,Signal Transduction
ENOG411CPEC,S,"tmem55a.L, tmem55a.S",PIP4P2,Transmembrane protein 55A,Function Unknown
ENOG411CPED,C,npl.S,NPL,N-acetylneuraminate pyruvate lyase (Dihydrodipicolinate synthase),Energy production and conversion
ENOG411CPEE,K,"bcl9l.S, bcl9l.L",BCL9L,B-cell CLL lymphoma 9-like,Transcription
ENOG411CPEF,G,"gck.L, gck.S",GCK,glucokinase (hexokinase 4),Carbohydrate metabolism and transport
ENOG411CPEG,I,"agpat2.S, agpat1.L, agpat2.L, agpat1.S","AGPAT1, AGPAT2",lysophosphatidic acid acyltransferase,Lipid metabolism
ENOG411CPEH,I,mogat3.L,MOGAT3,monoacylglycerol O-acyltransferase 3,Lipid metabolism
ENOG411CPEJ,S,"tmem110l.S, tmem110.S, tmem110.L, tmem110l.L",STIMATE,Transmembrane protein 110,Function Unknown
ENOG411CPEK,I,Xetrov90018342m.L,ECHS1,"enoyl CoA hydratase, short chain, 1, mitochondrial",Lipid metabolism
ENOG411CPEM,H,mthfs.S,MTHFS,"5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)",Coenzyme metabolis
ENOG411CPEN,Z,"Xelaev18003775m.g, actg1.L","ACTB, ACTG1",Actins are highly conserved proteins that are involved in various types of cell motility and are ubiquitously expressed in all eukaryotic cells,Cytoskeleton
ENOG411CPEP,S,"eva1c-like.L, eva1c-like.S",EVA1C,eva-1 homolog C (C. elegans),Function Unknown
ENOG411CPEQ,U,"fam26f.S, fam26f.L",CALHM6,"family with sequence similarity 26, member F",Intracellular trafficing and secretion
ENOG411CPER,P,"cacng6.S, cacng6.L",CACNG6,"calcium channel, voltage-dependent, gamma subunit 6",Inorganic ion transport and metabolism
ENOG411CPET,K,"rorb.L, rorb.S",RORB,RAR-related orphan receptor B,Transcription
ENOG411CPEU,K,"morf4l1.L, morf4l1.S","MORF4L1, MORF4L2",mortality factor 4 like,Transcription
ENOG411CPEV,J,pus3.L,PUS3,tRNA pseudouridine synthase,Tranlsation
ENOG411CPEW,C,NA,SLC25A11,solute carrier family 25 (mitochondrial carrier),Energy production and conversion
ENOG411CPEX,I,"chpt1.L, chpt1.S","CEPT1, CHPT1",phosphotransferase 1,Lipid metabolism
ENOG411CPEY,S,"nxpe3.S, nxpe3.L",NXPE3,"neurexophilin and PC-esterase domain family, member 3",Function Unknown
ENOG411CPEZ,T,lrriq4.L,LRRIQ4,leucine-rich repeats and IQ motif containing 4,Signal Transduction
ENOG411CPF0,T,"Xetrov90019466m.L, loc101732657.1.S, Xelaev18036290m.g, Xelaev18036291m.g, loc101731245.1.S, Xelaev18036292m.g, loc101732657.L, loc101734704.L, Xelaev18000214m.g, loc101731245.L",GPR33,G protein-coupled receptor 33,Signal Transduction
ENOG411CPF1,A,ddx46.L,DDX46,DEAD (Asp-Glu-Ala-Asp) box polypeptide 46,RNA processing and modification
ENOG411CPF2,AJ,loc101733680.L,HELZ2,"helicase with zinc finger 2, transcriptional coactivator",NA
ENOG411CPF3,S,"fam102b.L, fam102a.S, fam102b.S","FAM102B, FAM102A","Family with sequence similarity 102, member",Function Unknown
ENOG411CPF4,O,rnf138.L,RNF138,"ring finger protein 138, E3 ubiquitin protein ligase",Post-translational modification
ENOG411CPF6,T,"Xelaev18018959m.g, Xelaev18018961m.g, Xelaev18018965m.g, Xelaev18004385m.g, Xelaev18018962m.g, Xelaev18004386m.g, Xelaev18018955m.g, Xelaev18018964m.g, Xelaev18018963m.g, loc101730714.L, adgre5.L, Xelaev18018958m.g, Xelaev18018957m.g","ADGRE3, CD97, ADGRE4P, ADGRE1, ADGRE2","egf-like module containing, mucin-like, hormone receptor-like",Signal Transduction
ENOG411CPF7,K,hells.S,HELLS,"Helicase, lymphoid-specific",Transcription
ENOG411CPF8,OP,"folh1-like.L, naalad2.S, naalad2.L","FOLH1B, NAALAD2, FOLH1",N-acetylated alpha-linked acidic dipeptidase 2,NA
ENOG411CPF9,T,nom1.L,NOM1,nucleolar protein with MIF4G domain 1,Signal Transduction
ENOG411CPFA,K,"rel.L, rela.S, rel.S, rela.L","REL, RELA",V-rel reticuloendotheliosis viral oncogene homolog,Transcription
ENOG411CPFB,S,spag5.L,SPAG5,sperm associated antigen 5,Function Unknown
ENOG411CPFC,U,"loc101733132.L, duoxa1.S, loc101733132.S, duoxa1.L","DUOXA1, DUOXA2",Dual oxidase maturation factor,Intracellular trafficing and secretion
ENOG411CPFE,K,"tfap2a.L, tfap2a.S",TFAP2A,Transcription factor AP-2 alpha (Activating enhancer binding protein 2 alpha),Transcription
ENOG411CPFF,U,"snx7.L, snx30.S, snx30.L","SNX30, SNX7",sorting nexin,Intracellular trafficing and secretion
ENOG411CPFG,K,"aff3-like.2.L, aff4.S, aff2.L, aff1.L, aff4.L, aff2.S, aff1.S","AFF2, AFF4, AFF3, AFF1","AF4 FMR2 family, member",Transcription
ENOG411CPFH,C,por.S,POR,This enzyme is required for electron transfer from NADP to cytochrome P450 (By similarity),Energy production and conversion
ENOG411CPFI,O,"apoa5.L, apoa5.S",APOA5,Apolipoprotein AV,Post-translational modification
ENOG411CPFJ,T,igfbp5.S,IGFBP5,Insulin-like growth factor binding protein 5,Signal Transduction
ENOG411CPFK,G,NA,XXYLT1,Xyloside xylosyltransferase 1,Carbohydrate metabolism and transport
ENOG411CPFM,S,"cdc123.S, cdc123.L",CDC123,cell division cycle 123 homolog (S. cerevisiae),Function Unknown
ENOG411CPFN,T,tnf.S,TNF,"Cytokine that binds to TNFRSF1A TNFR1 and TNFRSF1B TNFBR. It is mainly secreted by macrophages and can induce cell death of certain tumor cell lines. It is potent pyrogen causing fever by direct action or by stimulation of interleukin-1 secretion and is implicated in the induction of cachexia, Under certain conditions it can stimulate cell proliferation and induce cell differentiation",Signal Transduction
ENOG411CPFP,W,"tnxb.L, tnxb.S","TNXB, TNXA",Tenascin,NA
ENOG411CPFQ,E,"dmgdh.S, pdpr.L",PDPR,pyruvate dehydrogenase phosphatase regulatory subunit,Amino Acid metabolis and transport
ENOG411CPFR,K,"yaf2.L, yaf2.S",YAF2,YY1 associated factor 2,Transcription
ENOG411CPFS,K,srfbp1.L,SRFBP1,Serum response factor binding protein 1,Transcription
ENOG411CPFT,S,"ppfibp2-like.S, ppfibp1.L, ppfibp1.S, ppfibp2-like.L","PPFIBP1, PPFIBP2",PTPRF interacting protein binding protein,Function Unknown
ENOG411CPFU,A,"prpf4b.S, prpf4b.L",PRPF4B,PRP4 pre-mRNA processing factor 4 homolog B (yeast),RNA processing and modification
ENOG411CPFV,T,"gnrhr2.S, gnrhr2.L, gnrhr.L","GNRHR, GNRHR2",Gonadotropin-releasing hormone,Signal Transduction
ENOG411CPFW,K,"nr4a1.S, nr4a1.L",NR4A1,"Nuclear receptor subfamily 4, group A, member 1",Transcription
ENOG411CPFY,A,ddx28.L,DDX28,DEAD (Asp-Glu-Ala-Asp) box polypeptide 28,RNA processing and modification
ENOG411CPFZ,P,slc33a1.S,SLC33A1,"solute carrier family 33 (acetyl-CoA transporter), member 1",Inorganic ion transport and metabolism
ENOG411CPG1,Z,"kif18a.L, kif18b.L, kif18b.S","KIF18A, KIF18B",Kinesin family member,Cytoskeleton
ENOG411CPG2,I,"slc27a3.L, loc100494612.L, slc27a6.L, slc27a2.S, slc27a2.L","SLC27A5, SLC27A2, SLC27A3","Solute carrier family 27 (Fatty acid transporter), member",Lipid metabolism
ENOG411CPG3,DU,NA,RINT1,RAD50 interactor 1,NA
ENOG411CPG4,U,"scamp5.S, scamp5.L",SCAMP5,Secretory carrier membrane protein 5,Intracellular trafficing and secretion
ENOG411CPG5,E,c1s.L,C1S,"complement component 1, s subcomponent",Amino Acid metabolis and transport
ENOG411CPG6,K,"osr2.L, osr1.S","OSR2, OSR1",odd-skipped related,Transcription
ENOG411CPG7,T,"gpc6.S, gpc1.S, gpc2.L, gpc1.L, gpc2.S, gpc4.S, gpc6.L","GPC4, GPC1, GPC2, GPC6",Cell surface proteoglycan that bears heparan sulfate (By similarity),Signal Transduction
ENOG411CPG8,T,"bmp5.S, bmp7.2.L, bmp7.2.S, bmp7.1.S, bmp5.L","BMP7, BMP5",bone morpho-genetic protein,Signal Transduction
ENOG411CPG9,P,"kcnj11.S, kcnj11.L, Xelaev18024653m.g, kcnj8.L, Xelaev18021673m.g","KCNJ8, KCNJ11","Potassium inwardly-rectifying channel, subfamily J, member",Inorganic ion transport and metabolism
ENOG411CPGA,S,"Xelaev18044286m.g, loc100491171.L, samd9l-like.2.L, samd9l.L, Xelaev18044282m.g","SAMD9L, SAMD9",sterile alpha motif domain containing,Function Unknown
ENOG411CPGD,T,"mark4.L, mark4.S",MARK4,MAP microtubule affinity-regulating kinase 4,Signal Transduction
ENOG411CPGE,S,"exd2.S, exd2.L",EXD2,Exonuclease 3'-5' domain containing 2,Function Unknown
ENOG411CPGF,S,c19orf66.S,RYDEN,Chromosome 19 open reading frame 66,Function Unknown
ENOG411CPGG,J,mrps23.S,MRPS23,Mitochondrial ribosomal protein S23,Tranlsation
ENOG411CPGH,S,"best1.S, best2.S, best1.L, best4.L, best4.S","BEST2, BEST4, BEST1",bestrophin,Function Unknown
ENOG411CPGI,T,NA,OPN1SW,"Opsin 1 (Cone pigments), short-wave-sensitive",Signal Transduction
ENOG411CPGJ,U,NA,RAB14,RAB14 member RAS oncogene family,Intracellular trafficing and secretion
ENOG411CPGK,K,"atf2.S, atf2.L, atf7.S, atf7.L","ATF2, ATF7",Activating transcription factor,Transcription
ENOG411CPGM,Z,spice1.L,SPICE1,spindle and centriole associated protein 1,Cytoskeleton
ENOG411CPGN,V,"aadac.L, aadac.S","AADAC, AADACL2",arylacetamide deacetylase-like,NA
ENOG411CPGP,T,"map3k1.L, map3k1.S",MAP3K1,"mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase",Signal Transduction
ENOG411CPGQ,T,"arhgap17.S, sh3bp1.L, arhgap17.L, sh3bp1.S, arhgap44.S, arhgap44.L","SH3BP1, BARGIN, ARHGAP44, ARHGAP17",Rho GTPase activating protein,Signal Transduction
ENOG411CPGR,C,"atp6v0a2.L, tcirg1.L","ATP6V0A2, TCIRG1","ATPase, H transporting, lysosomal V0 subunit",Energy production and conversion
ENOG411CPGS,S,"fam83h.L, fam83h.S",FAM83H,"family with sequence similarity 83, member H",Function Unknown
ENOG411CPGT,T,"lpar6.L, lpar6.S, lpar4.S","LPAR6, LPAR4",Lysophosphatidic acid receptor,Signal Transduction
ENOG411CPGV,K,"srebf2.L, srebf2.S, srebf1.S, srebf1.L",SREBF1,sterol regulatory element binding transcription factor,Transcription
ENOG411CPGW,U,NA,SCFD1,Sec1 family domain containing 1,Intracellular trafficing and secretion
ENOG411CPGX,Q,"cyp1d1.S, cyp1d1.L",NA,cytochrome P450,Secondary Structure
ENOG411CPGY,C,"nos2.L, nos2.S, nos1.L, nos3.L, nos1.S","NOS1, NOS2, NOS3",Produces nitric oxide (NO) (By similarity),Energy production and conversion
ENOG411CPGZ,J,mrpl38.L,MRPL38,Mitochondrial ribosomal protein L38,Tranlsation
ENOG411CPH0,A,ddx47.S,DDX47,DEAD (Asp-Glu-Ala-Asp) box polypeptide 47,RNA processing and modification
ENOG411CPH2,T,"bmp8.L, bmp8.S","BMP8B, BMP8A",bone morpho-genetic protein,Signal Transduction
ENOG411CPH3,S,Xetrov90024048m.L,UNC80,unc-80 homolog (C. elegans),Function Unknown
ENOG411CPH4,T,mfap3l.L,"MFAP3L, MFAP3",microfibrillar-associated protein,Signal Transduction
ENOG411CPH5,K,"znf687.L, znf687.S",ZNF687,Zinc finger protein 687,Transcription
ENOG411CPH7,S,spats2l.L,"SPATS2, SPATS2L","Spermatogenesis associated, serine-rich",Function Unknown
ENOG411CPH8,T,"rgs20.S, rgs20.L",RGS20,regulator of G-protein signaling 20,Signal Transduction
ENOG411CPHB,S,"ndrg4.S, ndrg4.L, ndrg1.L","NDRG1, NDRG3",N-myc downstream regulated 1,Function Unknown
ENOG411CPHC,K,ctr9.L,CTR9,"Ctr9, Paf1 RNA polymerase II complex component, homolog (S. cerevisiae)",Transcription
ENOG411CPHD,K,"pou5f3.3.L, pou5f3.2.S, pou5f3.3.S, pou5f3.1.S","POU5F1, POU5F1B","POU domain class 5, transcription factor",Transcription
